Topall,rank
YLR327C,754
YCR059C,755
YMR307W,756
YPL159C,757
YLR216C,758
YOR304W,759
YGL225W,760
YDR321W,761
YOR086C,762
YKL139W,763
YDR293C,764
YLR058C,765
YOL093W,766
YDR233C,767
YNL186W,768
YMR272C,769
YMR269W,770
YLR073C,771
YPR025C,772
YPR060C,773
YNR037C,774
YML012W,775
YPL082C,776
YLL066C,777
YIL053W,778
YHR068W,779
YBR109C,780
YKL210W,781
YCL040W,782
YGR161C,783
YFR037C,784
YDL157C,785
YJR064W,786
YDR394W,787
YDR155C,788
YDR337W,789
YDL074C,790
YOR101W,791
YPR098C,792
YDL040C,793
YML133C,794
YDR050C,795
YDR388W,796
YDR074W,797
YBR263W,798
YDL160C,799
YOR374W,800
YHR080C,801
YNL031C,802
YDR175C,803
YDR210W,804
YNL009W,805
YPL203W,806
YIL064W,807
YFR028C,808
YGL048C,809
YJR066W,810
YER070W,811
YDL110C,812
YCL025C,813
YMR226C,814
YKR049C,815
YEL063C,816
YGL156W,817
YLR454W,818
YKL170W,819
YLR033W,820
YMR123W,821
YGL202W,822
YDR116C,823
YLR065C,824
YFR030W,825
YGR043C,826
YMR196W,827
YBR111C,828
YDL184C,829
YOR210W,830
YLR110C,831
YBL014C,832
YEL031W,833
YKL091C,834
YGR060W,835
YNL100W,836
YLL067C,837
YDR300C,838
YPR113W,839
YIL105C,840
YDR110W,841
YFR009W,842
YHR070W,843
YDL042C,844
YMR083W,845
YDR130C,846
YDR214W,847
YNL212W,848
YMR074C,849
YOR120W,850
YOR027W,851
YOR150W,852
YPR204W,853
YOR273C,854
YBL038W,855
YNL081C,856
YNL120C,857
YOL061W,858
YMR303C,859
YHR007C,860
YHR138C,861
YKL145W,862
YDR152W,863
YHR135C,864
YIR037W,865
YDR001C,866
YEL011W,867
YPR125W,868
YBR241C,869
YNL244C,870
YGL137W,871
YLR291C,872
YJL026W,873
YML055W,874
YMR188C,875
YEL002C,876
YER026C,877
YPR184W,878
YHR049W,879
YOR046C,880
YIL079C,881
YAR014C,882
YLR312W-A,883
YBL049W,884
YGR281W,885
YDL145C,886
YIL075C,887
YGR078C,888
YOR308C,889
YHR096C,890
YDR477W,891
YDR448W,892
YGL150C,893
YGL169W,894
YHR001W-A,895
YBR149W,896
YPL254W,897
YPR035W,898
YML124C,899
YJL115W,900
YDR454C,901
YGR220C,902
YBR283C,903
YML085C,904
YDL029W,905
YBL090W,906
YDL222C,907
YLL004W,908
YML125C,909
YMR181C,910
YDR320C,911
YAR002C-A,912
YKL187C,913
YNL015W,914
YLL028W,915
YDR497C,916
YHR001W,917
YOR136W,918
YHR146W,919
YJL011C,920
YNL298W,921
YIL057C,922
YBL007C,923
YIL094C,924
YLR056W,925
YDR211W,926
YNL195C,927
YCL035C,928
YMR005W,929
YIR004W,930
YER058W,931
YNL023C,932
YNL154C,933
YGL121C,934
YKL142W,935
YFL038C,936
YNL237W,937
YPR011C,938
YMR058W,939
YMR158W,940
YDL058W,941
YBR003W,942
YDL198C,943
YAL044C,944
YER103W,945
YOR362C,946
YGR284C,947
YDL212W,948
YGR106C,949
YDR167W,950
YJR003C,951
YKR067W,952
YLR378C,953
YOL142W,954
YML072C,955
YMR193W,956
YML126C,957
YMR174C,958
YLR274W,959
YNL252C,960
YML030W,961
YDR342C,962
YFL062W,963
YFL017W-A,964
YGR008C,965
YDL084W,966
YGL206C,967
YIL027C,968
YLR346C,969
YDR513W,970
YMR175W,971
YDR235W,972
YLR147C,973
YBL023C,974
YDR316W,975
YGL234W,976
YLL018C,977
YFL016C,978
YML094W,979
YLR304C,980
YPL265W,981
YPR028W,982
YEL037C,983
YDR297W,984
YCL014W,985
YOR290C,986
YFR053C,987
YDR084C,988
YBR116C,989
YML067C,990
YDR346C,991
YKR006C,992
YKL028W,993
YBR139W,994
YGR274C,995
YKL138C,996
YGL012W,997
YBR245C,998
YGR195W,999
YIL070C,1000
YNL039W,1001
YOR141C,1002
YJL151C,1003
YIL126W,1004
YDL062W,1005
YDR129C,1006
YOR244W,1007
YBR141C,1008
YBR249C,1009
YGL200C,1010
YGL066W,1011
YFL045C,1012
YJR152W,1013
YER092W,1014
YEL006W,1015
YER133W,1016
YGR260W,1017
YGL001C,1018
YOR054C,1019
YCL033C,1020
YEL071W,1021
YFR049W,1022
YNL138W,1023
YML131W,1024
YLR375W,1025
YLR277C,1026
YDR121W,1027
YDR075W,1028
YJL002C,1029
YMR108W,1030
YGR079W,1031
YAL007C,1032
YPR026W,1033
YDR303C,1034
YNL185C,1035
YHR058C,1036
YKR085C,1037
YMR015C,1038
YLR430W,1039
YMR043W,1040
YDR195W,1041
YHR061C,1042
YDR148C,1043
YEL009C,1044
YIL009W,1045
YBR068C,1046
YPL227C,1047
YJR109C,1048
YOR254C,1049
YPR136C,1050
YBR159W,1051
YGR215W,1052
YLR345W,1053
YER023W,1054
YML069W,1055
YOL071W,1056
YGR076C,1057
YPL129W,1058
YPL183W-A,1059
YJR113C,1060
YDR100W,1061
YGL133W,1062
YIL077C,1063
YPL047W,1064
YMR292W,1065
YER111C,1066
YKR072C,1067
YJR069C,1068
YNL284C,1069
YGL077C,1070
YDR178W,1071
YBL078C,1072
YPL013C,1073
YML086C,1074
YGR270W,1075
YPR168W,1076
YLR172C,1077
YOR159C,1078
YOR039W,1079
YHR140W,1080
YJR125C,1081
YGL237C,1082
YDR508C,1083
YJL096W,1084
YAL008W,1085
YMR081C,1086
YPL113C,1087
YJR097W,1088
YPR160W,1089
YDR011W,1090
YMR075W,1091
YJL117W,1092
YGR180C,1093
YDL045W-A,1094
YLR439W,1095
YPL173W,1096
YEL022W,1097
YPR156C,1098
YLR321C,1099
YPR100W,1100
YKL195W,1101
YMR033W,1102
YGR244C,1103
YER012W,1104
YER155C,1105
YEL018W,1106
YKL003C,1107
YCR071C,1108
YBR127C,1109
YLR335W,1110
YLR244C,1111
YNL123W,1112
YCR088W,1113
YLL050C,1114
YOR326W,1115
YML004C,1116
YDR358W,1117
YIL016W,1118
YNL115C,1119
YGR165W,1120
YIL021W,1121
YFL030W,1122
YCL009C,1123
YKL165C,1124
YBR006W,1125
YGR276C,1126
YOR262W,1127
YLR352W,1128
YBR146W,1129
YGR126W,1130
YEL032W,1131
YGL056C,1132
YFL005W,1133
YGL043W,1134
YPR033C,1135
YBR122C,1136
YHL004W,1137
YCR082W,1138
YMR120C,1139
YFL007W,1140
YLR312C,1141
YOL101C,1142
YCR090C,1143
YDR037W,1144
YDR331W,1145
YJR117W,1146
YDR310C,1147
YNL125C,1148
YPL154C,1149
YJR101W,1150
YGR056W,1151
YJL196C,1152
YPR034W,1153
YBL046W,1154
YKL218C,1155
YBL033C,1156
YCR052W,1157
YNL130C,1158
YHR133C,1159
YER050C,1160
YDR427W,1161
YML046W,1162
YMR250W,1163
YER183C,1164
YKR091W,1165
YEL021W,1166
YMR206W,1167
YHR042W,1168
YLR357W,1169
YNL164C,1170
YDR045C,1171
YBR117C,1172
YKL062W,1173
YNR036C,1174
YFL022C,1175
YDR240C,1176
YIL033C,1177
YLR069C,1178
YJR010C-A,1179
YHR038W,1180
YHR106W,1181
YOL083W,1182
YCR009C,1183
YML009C,1184
YDR216W,1185
YLR027C,1186
YBR282W,1187
YHR039C,1188
YHR142W,1189
YPL128C,1190
YHR041C,1191
YDL050C,1192
YNL336W,1193
YNR024W,1194
YMR024W,1195
YJL163C,1196
YLR414C,1197
YGR243W,1198
YOL148C,1199
YDR363W-A,1200
YDR349C,1201
YML025C,1202
YGR209C,1203
YMR215W,1204
YDL202W,1205
YER029C,1206
YNL190W,1207
YPL230W,1208
YOR280C,1209
YOL038W,1210
YLR350W,1211
YBR036C,1212
YDL223C,1213
YKL167C,1214
YDL209C,1215
YHR084W,1216
YMR227C,1217
YOR285W,1218
YJR132W,1219
YDR328C,1220
YBR059C,1221
YGR185C,1222
YIR035C,1223
YDL097C,1224
YMR225C,1225
YHR023W,1226
YMR246W,1227
YML007W,1228
YPR095C,1229
YER172C,1230
YDL076C,1231
YPL225W,1232
YER021W,1233
YAR035W,1234
YCR046C,1235
YKL094W,1236
YOR261C,1237
YLR438C-A,1238
YEL042W,1239
YNL206C,1240
YHR047C,1241
YHR026W,1242
YGL011C,1243
YDL052C,1244
YPR172W,1245
YBR047W,1246
YOR332W,1247
YDR416W,1248
YLR275W,1249
YDR145W,1250
YLR405W,1251
YNL134C,1252
YPR018W,1253
YBR120C,1254
YLR062C,1255
YML016C,1256
YDL030W,1257
YGR019W,1258
YHR179W,1259
YBL041W,1260
YDL087C,1261
YJR072C,1262
YNL330C,1263
YMR238W,1264
YPR101W,1265
YMR314W,1266
YDR359C,1267
YML127W,1268
YBL008W,1269
YGL201C,1270
YJR047C,1271
YAL029C,1272
YLR111W,1273
YFL041W,1274
YDL122W,1275
YMR139W,1276
YNL323W,1277
YJR143C,1278
YDL147W,1279
YOR158W,1280
YHL007C,1281
YOR062C,1282
YKL035W,1283
YLR182W,1284
YDR533C,1285
YGL158W,1286
YCR063W,1287
YLR399C,1288
YDR098C,1289
YBR268W,1290
YCL010C,1291
YBR252W,1292
YGR092W,1293
YMR240C,1294
YJL131C,1295
YJL095W,1296
YPL156C,1297
YJL217W,1298
YDR296W,1299
YPL001W,1300
YMR286W,1301
YNL299W,1302
YER150W,1303
YHR110W,1304
YLR413W,1305
YJL153C,1306
YDR364C,1307
YGL006W,1308
YNL137C,1309
YOR038C,1310
YGR091W,1311
YBR251W,1312
YFR010W,1313
YGR232W,1314
YJR059W,1315
YHR025W,1316
YGR256W,1317
YPL118W,1318
YGR229C,1319
YLR354C,1320
YBL058W,1321
YCL034W,1322
YAL016W,1323
YOL143C,1324
YDL103C,1325
YMR149W,1326
YLR113W,1327
YKL053C-A,1328
YPR023C,1329
YGR049W,1330
YDL027C,1331
YLR438W,1332
YMR010W,1333
YML123C,1334
YDR469W,1335
YGL070C,1336
YJL001W,1337
YER009W,1338
YFL001W,1339
YBR052C,1340
YOR267C,1341
YDL043C,1342
YCR003W,1343
YMR297W,1344
YNL339C,1345
YPR161C,1346
YER053C,1347
YLR442C,1348
YGL013C,1349
YHR094C,1350
YDR457W,1351
YOL079W,1352
YAR075W,1353
YLR134W,1354
YNL101W,1355
YOL026C,1356
YIL095W,1357
YLR295C,1358
YGR138C,1359
YNL098C,1360
YML081W,1361
YGR275W,1362
YOL084W,1363
YKL188C,1364
YPR166C,1365
YJR105W,1366
YKL008C,1367
YML092C,1368
YPR108W,1369
YHR144C,1370
YKL085W,1371
YBR187W,1372
YLR109W,1373
YER056C,1374
YDR462W,1375
YBR086C,1376
YGR251W,1377
YOR022C,1378
YPL274W,1379
YOL070C,1380
YER090W,1381
YMR031C,1382
YGR175C,1383
YGL068W,1384
YPL218W,1385
YIL093C,1386
YMR281W,1387
YOR259C,1388
YNR011C,1389
YJL081C,1390
YHR082C,1391
YKL016C,1392
YGR038W,1393
YLR429W,1394
YDL098C,1395
YBL081W,1396
YPL151C,1397
YLR421C,1398
YLR115W,1399
YDR392W,1400
YGL203C,1401
YCR093W,1402
YDR156W,1403
YNL029C,1404
YPR002W,1405
YFR052W,1406
YMR109W,1407
YMR233W,1408
YBR053C,1409
YEL020C,1410
YNR010W,1411
YOR189W,1412
YML015C,1413
YIL011W,1414
YDR226W,1415
YBL042C,1416
YPL116W,1417
YKL095W,1418
YGR140W,1419
YJL225C,1420
YER146W,1421
YDR049W,1422
YJL074C,1423
YBR055C,1424
YBR039W,1425
YGR061C,1426
YOR081C,1427
YLR447C,1428
YOR327C,1429
YCR077C,1430
YDR482C,1431
YER178W,1432
YKL208W,1433
YPL049C,1434
YHR165C,1435
YDR054C,1436
YGL129C,1437
YKL024C,1438
YLR096W,1439
YOL145C,1440
YPL103C,1441
YPL094C,1442
YNL016W,1443
YDR345C,1444
YIR011C,1445
YPR181C,1446
YNL215W,1447
YNL107W,1448
YKL026C,1449
YBR070C,1450
YDL111C,1451
YCR036W,1452
YCR021C,1453
YDL020C,1454
YGR013W,1455
YKL049C,1456
YNL307C,1457
YLR251W,1458
YOR065W,1459
YCL030C,1460
YDL019C,1461
YMR044W,1462
YGL148W,1463
YDL007W,1464
YCR079W,1465
YFL048C,1466
YKR086W,1467
YNL177C,1468
YBL099W,1469
YGR063C,1470
YDR238C,1471
YBR049C,1472
YDR439W,1473
YKR043C,1474
YBR065C,1475
YOR009W,1476
YNR023W,1477
YMR197C,1478
YJL097W,1479
YKL135C,1480
YBL093C,1481
YGR157W,1482
YGL051W,1483
YPL048W,1484
YOR142W,1485
YKL074C,1486
YDL004W,1487
YMR285C,1488
YJL124C,1489
YLR095C,1490
YJL020C,1491
YBL102W,1492
YBR104W,1493
YMR259C,1494
YJR091C,1495
YPL246C,1496
YPL055C,1497
YIL121W,1498
YGL252C,1499
YIL129C,1500
YKL013C,1501
YDR314C,1502
YOR343C,1503
YPL262W,1504
YHR171W,1505
YLR203C,1506
YOR058C,1507
YOR108W,1508
YOR356W,1509
YDR334W,1510
YML019W,1511
YER067W,1512
YOR258W,1513
YJR017C,1514
YBR140C,1515
YEL003W,1516
YGR087C,1517
YDL002C,1518
YBL026W,1519
YMR322C,1520
YDR377W,1521
YMR276W,1522
YMR321C,1523
YOR080W,1524
YOR110W,1525
YOL082W,1526
YHR043C,1527
YER013W,1528
YMR001C,1529
YFL013C,1530
YLR100W,1531
YFR024C-A,1532
YAL061W,1533
YPR057W,1534
YGL026C,1535
YGR171C,1536
YMR288W,1537
YLR370C,1538
YKR099W,1539
YHR119W,1540
YLL041C,1541
YOR298C-A,1542
YOL051W,1543
YPR118W,1544
YCR030C,1545
YGR074W,1546
YPL142C,1547
YNL262W,1548
YOL078W,1549
YDR096W,1550
YNL216W,1551
YGR055W,1552
YER091C,1553
YBR234C,1554
YPL238C,1555
YGR253C,1556
YKR082W,1557
YER121W,1558
YKR029C,1559
YAR002W,1560
YDR399W,1561
YLR028C,1562
YOR177C,1563
YOR052C,1564
YIL034C,1565
YDR405W,1566
YCR028C-A,1567
YCR035C,1568
YPR103W,1569
YBR080C,1570
YPR191W,1571
YNL160W,1572
YDL078C,1573
YFR011C,1574
YLR403W,1575
YHR175W,1576
YGR191W,1577
YKL122C,1578
YMR098C,1579
YPL011C,1580
YDR347W,1581
YAL024C,1582
YOR220W,1583
YHR202W,1584
YER145C,1585
YMR032W,1586
YNL271C,1587
YBL043W,1588
YPL153C,1589
YLR176C,1590
YDR529C,1591
YJR065C,1592
YER094C,1593
YMR103C,1594
YBR175W,1595
YKL148C,1596
YPR094W,1597
YDL095W,1598
YEL060C,1599
YMR210W,1600
YGR135W,1601
YKL137W,1602
YHR016C,1603
YOR215C,1604
YNL201C,1605
YHR081W,1606
YPL066W,1607
YMR191W,1608
YIL155C,1609
YMR304W,1610
YGR052W,1611
YDR141C,1612
YBL016W,1613
YKL004W,1614
YBR001C,1615
YHR097C,1616
YER152C,1617
YNL140C,1618
YGR124W,1619
YKL073W,1620
YGR201C,1621
YNL048W,1622
YGR097W,1623
YIL144W,1624
YOR355W,1625
YNL315C,1626
YNL208W,1627
YDR146C,1628
YNR018W,1629
YKL010C,1630
YPL058C,1631
YDR158W,1632
YGL127C,1633
YOR184W,1634
YDL013W,1635
YEL024W,1636
YDR335W,1637
YPL063W,1638
YOR248W,1639
YBR056W,1640
YKL093W,1641
YLR252W,1642
YOR375C,1643
YHR030C,1644
YPL181W,1645
YKR010C,1646
YDL015C,1647
YER095W,1648
YPR151C,1649
YIL076W,1650
YPL097W,1651
YGL105W,1652
YJR118C,1653
YHR123W,1654
YLR045C,1655
YDL100C,1656
YKL173W,1657
YLR467W,1658
YOR174W,1659
YPL005W,1660
YKL068W,1661
YIL008W,1662
YGR002C,1663
YGL073W,1664
YMR118C,1665
YBR060C,1666
YMR037C,1667
YNL230C,1668
YGL106W,1669
YDR088C,1670
