hemF	-0.527	-0.705	-0.555	-0.181	-0.524	-0.059	-0.474	-0.15	0.379
hemG	0.065	0.053	0.128	0.118	0.162	-0.18	0.147	0.082	0.224
hemH	-0.482	-0.579	-0.975	-0.867	-0.548	-0.576	-0.716	-0.779	-0.109
hemL	0.992	1.087	0.689	0.722	0.93	0.364	1.016	0.936	-0.053
hemN	0.857	0.875	0.657	0.755	1.022	0.988	0.94	0.949	0.154
hemX	0.075	0.056	0.282	0.204	0.419	0.332	0.403	0.415	0.023
hflC	-0.046	-0.119	-0.117	-0.361	-0.014	-0.187	-0.058	-0.124	-0.297
hflD	0.665	0.521	0.825	0.76	0.838	0.563	0.928	0.552	0.824
hflK	0.025	-0.223	0.024	-0.191	-0.167	-0.195	0.032	0.093	-0.417
hflX	-0.505	-0.496	-0.238	-0.199	-0.43	-0.397	-0.192	-0.012	-0.139
hfq	-0.172	-0.159	-0.004	0.187	-0.012	0.369	0.133	0.234	-0.828
hha	-1.001	-1.119	-1.323	-1.328	-1.088	-1.137	-1.157	-1.09	-0.139
hicB	0.082	-0.047	0.135	0.233	0.319	0.335	0.237	0.404	0.146
higA	0.265	0.04	0.095	0.005	0.158	0.229	-0.096	-0.116	0.161
higB	-0.081	0.054	0.127	-0.172	0.056	0.018	-0.036	-0.06	0.042
hinT	1.16	0.993	1.082	1.094	1.206	0.704	1.019	1.106	-0.277
hipA	0.56	0.473	0.542	0.479	1.086	1.03	0.756	0.658	0.678
hisA	0.336	0.334	0.029	0.055	0.557	0.315	0.323	0.229	-0.244
hisB	1.098	0.932	0.997	0.641	1.403	0.947	1.051	0.784	0.383
hisC	0.869	0.715	0.443	0.409	1.133	0.932	0.916	0.805	-0.019
hisD	0.973	0.703	0.596	0.279	1.075	0.736	0.745	0.603	-0.27
hisF	0.71	0.604	0.518	0.401	0.919	0.382	0.712	0.724	0.123
hisG	1.344	0.886	1.093	0.705	1.524	1.152	1.223	1.146	-0.244
hisH	0.735	0.577	0.232	0.047	1.156	0.456	0.488	0.255	0.288
hisI	0.564	0.522	0.27	0.225	0.734	0.424	0.563	0.473	0.109
hisJ	1.819	1.83	1.803	1.562	2.466	2.062	1.754	1.753	0.998
hisL	0.936	0.809	0.637	0.566	1.22	0.699	0.966	0.738	-0.089
hisM	0.671	0.605	0.55	0.674	0.936	0.814	0.652	0.957	1.114
hisP	0.478	0.319	0.191	0.224	0.977	-0.007	0.277	0.213	1.024
hisQ	0.862	0.752	0.566	0.612	1.013	0.891	0.906	0.977	0.338
hisS	0.355	0.258	0.387	0.37	0.505	0.321	0.503	0.388	0.713
hiuH	-1.607	-0.864	-1.159	-0.552	-1.177	-1.359	-1.393	-1.426	-0.055
hldD	0.646	0.481	0.601	0.756	0.7	0.524	0.685	0.764	-0.491
hldE	0.747	0.507	0.724	0.587	0.777	0.567	0.823	0.747	0.594
hlyE	-1.565	-1.701	-1.673	-1.425	-1.335	-0.964	-1.489	-0.894	0.505
hmp	-0.387	-0.454	-0.553	-0.229	-0.317	-0.14	-0.383	-0.36	0.879
hns	1.709	1.807	1.798	0.813	1.964	1.678	1.797	1.536	-0.348
hofB	-1.443	-1.478	-1.149	-1.121	-1.117	-0.458	-1.061	-0.766	-0.17
hofC	-0.692	-0.739	-0.391	-0.193	-0.706	0.457	-0.397	0.003	-0.447
hofN	-0.804	-0.343	-0.553	-0.371	-0.41	-0.434	-0.578	-0.507	0.153
hofP	-0.921	-0.493	-0.326	-0.384	-0.407	-0.621	-0.641	-0.634	-0.005
hofQ	-0.633	-0.424	-0.368	-0.356	-0.264	-0.345	-0.365	-0.412	-0.113
hokD	-0.078	-0.461	-0.185	-0.023	-0.228	0.036	0.03	0.122	0.322
holA	0.187	0.085	0.196	0.357	0.433	0.531	0.333	0.484	1.347
holB	-0.194	-0.125	0.133	0.062	0.246	0.208	0.048	0.042	0.334
holC	0.235	0.063	0.202	0.411	0.225	0.563	0.486	0.527	0.31
holE	0.202	0.198	0.264	0.097	0.078	0.417	0.045	0.228	-0.149
hpt	0.3	0.454	0.427	0.584	0.268	0.412	0.443	0.544	-0.132
hrpA	-0.655	-0.756	-0.515	-0.412	-0.544	-0.492	-0.483	-0.2	-0.121
hrpB	-0.499	-0.398	-0.214	-0.088	-0.149	0.079	-0.039	0.087	0.196
hscB	-0.375	-0.438	-0.576	-0.657	-0.534	-0.399	-0.538	-0.566	1.045
hscC	-1.11	-1.058	-1.15	-0.911	-1.033	-0.49	-0.735	-0.765	0.383
hsdM	0.001	-0.061	0.042	0.244	0.196	-0.222	0.228	0.308	0.331
hsdR	0.017	-0.017	0.001	0.227	0.129	0.244	0.18	0.393	0.366
hsdS	0.032	-0.033	-0.027	0.289	0.437	0.384	0.223	0.417	0.47
hslO	0.246	0.333	0.343	0.351	0.384	0.358	0.701	0.434	-0.96
hslR	-0.018	-0.056	0.258	0.237	0.256	0.111	0.485	0.433	-0.745
hslU	0.392	0.527	0.602	0.595	0.667	0.729	0.981	0.887	-1.21
hslV	0.256	0.267	0.384	0.519	0.371	0.317	0.669	0.649	-1.559
hspQ	-0.233	-0.425	-0.318	-0.101	-0.187	-0.3	-0.24	-0.244	-0.321
hsrA	-1.517	-1.521	-1.492	-1.163	-1.24	-1.101	-1.333	-1.078	-0.596
htpG	0.939	0.853	1.031	0.903	0.827	0.672	0.932	0.669	-0.72
htpX	1.708	1.249	1.221	1.08	1.475	0.838	1.327	1.155	0.415
htrE	-1.076	-1.321	-1.259	-1.428	-1.185	-1.253	-1.191	-1.078	0.048
hupA	1.387	1.148	1.692	1.505	1.493	1.727	1.786	1.447	0.153
hupB	1.378	0.67	0.625	0.389	1.097	0.605	0.552	0.422	-0.07
hyaA	0.077	0.132	0.089	0.225	0.272	0.223	0.296	0.244	0.015
hyaB	-0.746	-0.637	-0.396	-0.384	-0.801	-0.589	-0.491	-0.357	-0.457
hyaE	-0.264	-0.145	-0.301	-0.45	-0.091	-0.233	-0.067	-0.297	-0.035
hybA	-0.453	-0.527	-0.469	-0.164	-0.306	-0.327	-0.33	-0.344	-1.22
hybB	-1.769	-1.93	-1.607	-0.912	-1.538	-1.373	-1.527	-1.096	-0.378
hybD	-0.271	-0.136	0	-0.132	0.239	0	-0.004	0.087	-0.229
hybF	0.054	-0.279	0.047	0.167	0.055	0.136	0.32	0.493	-0.801
hybG	1.882	1.425	1.473	0.854	1.783	1.121	1.532	1.61	1.412
hycC	-0.214	0.027	-0.014	-0.194	0.025	-0.026	-0.03	-0.321	-0.178
hycD	-0.304	-0.146	-0.052	-0.2	0.024	-0.324	-0.223	-0.236	-0.107
hycE	-0.437	-0.301	-0.105	-0.265	-0.61	0.323	-0.134	-0.075	-0.308
hycF	-0.016	-0.02	0.131	-0.007	0.111	-0.243	0.14	-0.06	-0.013
hycG	-0.117	-0.245	-0.181	-0.503	0.321	-0.306	0.011	-0.316	-0.093
hycH	-0.507	-0.604	-0.616	-0.677	-0.664	-0.507	-0.434	-0.469	-0.318
hycI	-0.689	-0.924	-0.803	-0.435	-0.808	0.002	-0.567	-0.307	-0.259
hydN	-0.344	-0.194	-0.183	-0.186	-0.364	-0.134	-0.113	0.004	0.264
hyfA	-0.82	-0.962	-0.873	-0.847	-0.81	-0.232	-0.665	-0.828	-0.195
hyfB	-0.363	-0.62	-0.024	0.085	-0.008	0.008	0.14	0.152	-0.274
hyfD	-0.732	-0.878	-0.57	-0.03	-0.561	-0.415	-0.332	-0.277	0.047
hyfE	-0.952	-1.111	-0.756	-0.25	-0.519	-0.083	-0.581	-0.534	0.076
hyfF	-0.604	-0.925	-0.57	-0.224	-0.522	-0.355	-0.517	-0.377	-0.243
hyfG	-1.441	-1.596	-1.153	-0.211	-1.401	-1.033	-1.139	-0.888	0.098
hyfH	-0.847	-0.707	-0.652	-0.653	-0.682	-0.859	-0.448	-0.082	0.234
hyfI	-0.903	-0.475	-0.531	-0.758	-0.819	-0.337	-0.384	-0.435	0.157
hyfJ	-0.704	-0.529	-0.186	-0.391	-0.254	-0.372	-0.321	-0.315	-0.013
hyfR	-1.067	-0.707	-0.827	-0.675	-0.325	-0.218	-0.785	-0.479	0.091
hyi	-0.008	-0.451	-0.197	-0.308	-0.44	-0.263	0.166	-0.158	0.112
hypB	0.34	0.199	0.212	0.231	0.21	0.304	0.417	0.239	-0.96
hypC	0.302	0.381	0.486	0.381	0.212	0.546	0.331	0.285	-0.332
hypD	0.638	0.715	1.102	0.895	0.736	0.803	1.286	0.888	-1.144
hypE	0.072	-0.078	0.258	-0.024	0.177	0.128	0.184	0.404	-0.266
hypF	0.045	-0.003	0.251	0.156	0.021	0.382	0.277	0.261	0.15
hyuA	-0.724	-0.588	-0.432	-0.39	-0.457	-0.329	-0.516	-0.647	-0.14
iaaA	1.482	1.438	1.282	1.27	1.571	1.667	1.6	1.56	1.275
iadA	0.886	0.707	0.66	0.466	0.874	0.524	0.573	0.37	-0.57
iap	0.344	0.354	0.193	0.076	0.418	0.083	0.352	0.219	0.38
ibaG	1.825	1.468	1.652	1.559	1.845	1.255	1.667	1.408	-0.035
ibpA	0.271	0.233	0.144	0.042	0.308	0.73	0.342	0.007	-0.917
ibpB	-0.529	-0.439	-0.534	-0.375	-0.303	0.118	-0.295	-0.373	-1.403
icd	1.391	1.386	1.545	1.189	1.455	1.337	1.588	1.453	-0.206
iceT	-0.83	-0.698	-0.76	-0.334	-0.801	-0.584	-0.516	-0.42	-0.004
iclR	-0.236	-0.436	-0.28	-0.084	-0.319	-0.214	-0.131	-0.175	0.952
idi	-0.155	-0.063	-0.039	-0.039	0.111	0.94	0.032	0.222	0.025
idnD	-0.867	-0.736	-0.882	-0.965	-0.769	-0.785	-0.606	-0.772	-0.339
idnK	-0.532	-0.179	-0.358	-0.603	-0.352	-0.396	-0.287	-0.392	-0.585
idnO	-0.925	-0.864	-0.709	-0.397	-0.811	-0.375	-0.423	-0.21	-0.304
idnR	0.322	0.085	0.324	0.003	0.183	0.504	0.243	0	-0.065
idnT	-0.566	-0.574	-0.539	-0.29	-0.436	-0.326	-0.408	-0.357	-0.039
ihfA	0.609	-0.185	0.39	0.217	0.512	0.363	0.567	0.448	-0.322
ihfB	1.971	1.429	1.869	1.571	1.549	1.49	1.822	1.428	-0.137
ileS	0.384	0.268	0.411	0.095	0.399	0.453	0.267	0.078	0.441
ilvA	-2.623	-2.082	-2.493	-2.579	-2.608	-2.075	-2.553	-2.396	-0.342
ilvB	1.789	1.536	1.609	1.231	1.542	1.767	1.671	1.401	0.992
ilvC	2.656	2.505	2.321	2.057	2.907	2.483	2.468	2.202	3.366
ilvD	-3.166	-3.213	-3.086	-3.177	-3.116	-3.191	-3.025	-2.82	0.433
ilvE	-2.699	-2.006	-2.523	-2.714	-2.579	-2.177	-2.552	-2.199	0.43
ilvH	1.506	1.231	1.62	1.443	1.364	1.331	1.63	1.58	0.438
ilvI	1.426	1.394	1.652	1.569	1.578	1.527	1.611	1.573	0.362
ilvL	-1.572	-0.91	-1.161	-1.007	-1.122	-1.031	-0.723	-0.755	-0.565
ilvM	-2.614	-2.495	-2.514	-1.958	-2.484	-2.141	-2.341	-1.854	0.708
ilvN	1.096	1.183	1.336	1.134	1.317	0.97	1.268	1.036	0.8
ilvY	-3.092	-3.04	-2.817	-3.048	-2.857	-2.605	-3.027	-2.705	-0.661
inaA	0.369	0.112	0.277	-0.049	0.115	0.316	0.294	0.173	-0.098
infA	0.393	0.232	0.298	0.196	0.34	0.187	0.157	0.127	-0.205
infB	-0.477	-0.406	-0.43	-0.585	-0.186	-0.379	-0.221	-0.366	-1.221
infC	0.663	0.65	0.605	0.528	0.807	0.843	0.698	0.571	-0.303
insG	-0.65	-0.576	-0.857	-0.529	-0.661	-0.742	-0.663	-0.685	-0.187
insJ	-0.166	-0.463	-0.23	-0.159	-0.241	-0.031	-0.216	-0.105	-0.163
insK	-0.403	-0.53	-0.487	-0.163	-0.515	-0.351	-0.418	-0.144	-0.166
intA	0.553	0.424	0.55	0.511	0.598	0.802	0.593	0.773	-0.039
intB	-0.203	-0.462	-0.247	-0.227	-0.203	-0.071	-0.086	0.052	-0.538
intD	-0.083	-0.185	-0.102	-0.018	-0.034	0.098	0.03	0.113	-0.243
intE	-0.522	-0.532	-0.606	-0.402	-0.25	-0.338	-0.551	-0.567	-0.104
intG	0.802	0.447	0.364	0.127	0.676	0.412	0.32	0.159	0.452
intK	-0.348	-0.377	-0.283	-0.103	-0.145	-0.24	-0.289	-0.383	0.067
intQ	-1.44	-1.709	-1.536	-1.39	-1.386	-1.514	-1.289	-1.07	0.155
intR	-0.74	-0.986	-0.993	-0.403	-0.513	-0.401	-0.679	-0.305	-0.332
intS	0.216	0.006	-0.036	-0.04	0.27	0.111	0.168	0.038	0.386
intZ	-0.423	-0.033	-0.206	-0.115	0.084	0.082	0.054	-0.254	-0.082
iraD	0.203	0.24	0.055	-0.2	0.305	0.37	0.328	0.095	-0.193
iraM	-0.645	-0.614	-0.521	-0.294	-0.301	-0.713	-0.564	-0.5	-0.153
iraP	1.505	1.023	1.249	0.697	1.241	1.089	0.867	0.265	-0.449
iscA	0.141	0.106	-0.118	-0.544	0.02	-0.094	-0.183	-0.405	0.85
iscR	0.048	0.16	-0.087	-0.194	0.123	-0.304	0.192	-0.068	1.372
iscS	0.538	0.5	0.337	0.082	0.631	0.211	0.467	0.471	0.795
iscU	0.37	0.447	0.197	-0.108	0.433	0.347	0.214	0.085	0.682
iscX	-0.343	-0.16	-0.509	-0.412	-0.235	-0.327	-0.278	-0.407	0.475
ispA	1.171	0.822	1.097	1.191	1.196	0.802	1.275	1.216	0.719
ispB	1.521	1.587	1.817	1.473	1.737	1.439	1.785	1.616	0.348
ispD	-0.104	-0.252	-0.433	-0.482	-0.161	-0.14	-0.178	-0.298	0.505
ispE	0.765	0.441	0.793	0.416	0.669	0.562	0.706	0.646	0.632
ispF	0.058	-0.165	-0.169	-0.011	-0.14	-0.053	-0.092	-0.146	0.768
ispG	-0.216	-0.241	-0.092	-0.116	0.007	-0.352	-0.095	-0.043	0.353
ispU	0.406	0.104	0.257	0.035	0.353	0.239	0.258	0.044	-0.211
ivy	1.619	1.344	1.68	1.356	1.329	1.105	1.396	1.691	1.321
katE	-0.139	-0.222	-0.246	-0.284	-0.132	-0.287	-0.083	-0.1	0.159
kbaZ	0.624	1.073	0.999	0.893	1.108	0.328	1.068	1.032	0.084
kbl	-1.039	-1.153	-0.918	-1.024	-1.051	-1.018	-0.855	-0.845	-0.822
kch	-0.834	-0.964	-0.988	-0.568	-0.718	-0.328	-0.838	-0.592	0.132
kdgK	1.771	1.615	1.512	1.119	1.657	1.346	1.657	1.207	-0.649
kdgR	-1.061	-1.06	-0.871	-0.808	-0.674	-0.653	-0.916	-0.799	-0.312
kdgT	-0.71	-0.697	-0.421	-0.534	-0.624	-0.602	-0.431	-0.334	0.231
kdpA	-0.156	-0.1	-0.049	-0.087	0.149	0.083	-0.139	0.048	-0.027
kdpB	0.03	-0.119	-0.093	-0.063	0.047	-0.018	0.013	-0.081	-0.074
kdpC	0.238	0.001	0.215	-0.008	0.44	0.279	0.087	-0.004	-0.233
kdpD	0.488	0.613	0.635	0.611	0.473	0.685	0.718	0.694	-0.287
kdpE	0.024	-0.018	0.083	-0.009	0.103	0.033	0.139	0.183	0.14
kdsA	-0.156	-0.133	-0.105	-0.084	0.059	0.062	-0.03	-0.041	-0.343
kdsB	-0.196	-0.081	0.039	-0.095	0.271	0.067	0.018	-0.137	-0.618
kdsC	-0.883	-0.873	-0.714	-0.648	-0.774	-0.203	-0.646	-0.544	-0.032
kduD	-0.167	-0.293	-0.347	-0.377	-0.224	-0.359	-0.158	-0.108	-1.225
kduI	0.066	-0.387	-0.023	-0.184	-0.125	-0.191	-0.007	0.046	-1.336
kefB	-1.776	-1.703	-1.317	-1.267	-1.226	-0.686	-1.222	-1.054	-0.997
kefC	-1.388	-1.703	-1.745	-1.376	-1.271	-1.393	-1.564	-1.218	0.743
kefG	-0.918	-0.932	-0.548	-0.534	-0.942	-0.693	-0.645	-0.562	-0.579
kgtP	-0.521	-0.912	-0.592	-0.575	-0.701	-0.232	-0.339	-0.326	-0.27
kilR	-1.082	-0.763	-0.684	-0.71	-0.614	-1.353	-0.822	-0.831	0.01
kptA	-0.927	-1.352	-0.734	-0.836	-0.853	-0.283	-0.642	-0.448	-0.06
kup	0.351	0.143	0.05	-0.099	0.023	-0.016	0.126	0.186	-0.05
lacA	-3.128	-3.024	-3.14	-3.136	-2.08	-2.28	-2.904	-2.439	-0.144
lacI	1.184	1.089	0.972	0.892	1.189	0.871	1.261	1.289	0.128
lacY	-3.68	-3.32	-3.671	-3.529	-2.681	-2.488	-3.872	-2.634	-0.097
lacZ	-2.699	-2.954	-2.576	-2.217	-2.404	-1.405	-2.511	-2.092	0.461
lafU	-1.261	-1.158	-1.395	-1.469	-1.103	-0.994	-1.225	-1.301	0
lamB	0.499	0.273	0.138	-0.105	0.503	-0.094	0.088	0.314	0.939
ldcA	0.452	0.338	0.421	0.638	0.497	0.442	0.547	0.703	-0.284
ldcC	-0.475	-0.4	-0.481	-0.12	-0.306	-0.136	-0.295	-0.148	0.504
ldhA	-0.187	-0.42	-0.176	-0.069	-0.18	0.2	0.068	0.164	-0.967
ldtA	-0.115	-0.092	-0.16	-0.209	-0.216	-0.09	-0.096	-0.134	0.389
ldtB	0.255	0.191	0.331	0.515	0.272	0.257	0.34	0.327	0.499
ldtD	-0.917	-1.015	-0.931	-0.629	-0.847	-0.459	-0.736	-0.41	-0.452
ldtE	-0.899	-1.129	-1.065	-1.121	-1.086	-0.767	-1.055	-0.937	-0.363
lepA	0.683	0.536	0.573	0.632	0.817	0.659	0.776	0.783	0.013
lepB	0.218	0.156	0.079	0.113	0.198	0.072	0.121	0.144	0.571
leuA	0.795	0.294	0.83	0.882	0.726	0.495	1.03	1.142	0.086
leuB	0.787	0.512	0.414	0.462	0.72	0.488	0.742	0.431	0.528
leuC	0.634	-0.077	0.279	0.218	0.435	0.176	0.572	0.36	0.512
leuD	0.063	0.01	-0.06	-0.212	-0.008	-0.088	-0.112	-0.253	0.082
leuE	-0.663	-1.089	-0.957	-0.811	-0.682	-0.564	-0.88	-0.655	-0.296
leuL	0.598	0.331	0.529	0.423	0.229	0.399	0.258	0.261	0.09
leuO	-1.459	-2.144	-1.579	-0.844	-1.622	-1.834	-1.292	-0.752	-0.265
leuS	1.309	1.225	1.104	0.888	1.342	1.024	1.177	1.44	0.995
lexA	-1.824	-2.1	-2.045	-1.894	-1.863	-1.867	-1.917	-1.689	-1.04
lfhA	0.702	0.363	0.646	0.36	0.936	0.418	0.768	0.588	0.507
lgoR	-1.084	-1.694	-1.273	-1.911	-1.52	-0.861	-1.063	-0.963	-0.269
lgoT	-0.692	-0.364	-0.395	-0.141	-0.572	-0.282	-0.223	0.117	-0.388
lgt	-0.523	-0.527	-0.363	-0.237	-0.408	-0.232	-0.387	-0.299	0.297
lhgO	-0.123	-0.222	-0.068	-0.126	0.007	-0.079	-0.037	-0.074	0.342
lhr	-0.401	-0.344	-0.11	-0.284	-0.45	-0.151	-0.083	-0.076	0.359
ligA	-0.091	-0.145	-0.021	-0.031	0.091	0.113	0.074	0.041	0.876
ligB	-0.3	-0.799	-0.326	-0.26	-0.34	-0.365	-0.278	-0.268	0.466
ligT	0.876	1.011	1.028	0.845	1.003	0.32	1.17	0.93	0.41
lipA	0.016	-0.029	-0.147	0.123	0.078	-0.116	0.059	0.068	-0.275
lipB	-0.986	-0.616	-1.028	-0.771	-0.731	-0.9	-1.034	-1.325	0.121
lit	1.06	0.735	0.85	0.62	1.139	1.016	0.979	0.938	0.556
livF	0.255	0.043	-0.231	-0.111	-0.14	0.106	-0.22	-0.162	0.64
livG	0.169	0.141	0.116	-0.003	0.147	-0.033	0.149	0.115	0.668
livH	0.702	0.403	0.367	0.294	0.477	0.635	0.588	0.329	0.191
livK	1.522	1.372	1.386	1.052	1.428	1.049	1.335	1.144	-0.16
livM	-0.137	-0.079	-0.232	-0.246	-0.276	-0.149	-0.173	-0.322	0.552
lldD	-0.689	-0.758	-0.679	-0.677	-0.212	-0.495	-0.413	-0.501	0.174
lldP	0.023	-0.345	-0.105	-0.289	0.179	0.257	0.385	0.211	0.166
lldR	0.208	-0.029	0.004	-0.038	0.155	0.165	0.255	0.107	0.994
lnt	-0.087	-0.166	-0.024	-0.309	-0.103	0.09	-0.052	-0.107	1.531
loiP	1.286	0.945	1.298	1.099	1.075	1.157	1.2	1.118	0.212
lolA	-0.933	-0.836	-0.806	-0.568	-0.628	-0.582	-0.711	-0.567	-0.124
lolB	1.141	1.096	1.341	1.13	1.283	1.101	1.269	1.163	0.968
lolC	1.005	1.003	1.029	0.875	1.04	1.08	1.012	0.96	1.366
lolD	0.27	0.153	0.507	0.377	0.346	0.369	0.353	0.435	1.714
lolE	0.004	-0.205	-0.066	0.107	-0.153	0.189	0.12	0.061	1.19
lon	0.378	0.459	0.369	0.337	0.398	0.34	0.501	0.236	-0.632
lpd	0.444	0.374	0.469	0.509	0.584	0.319	0.683	0.726	-0.551
lplA	0.56	0.638	0.503	0.389	0.705	0.708	0.788	0.663	-0.229
lplT	-0.265	-0.794	-0.44	-0.314	-0.357	-0.363	-0.161	0.058	-0.312
lpoA	0.819	0.644	0.87	0.64	0.864	0.739	0.958	0.951	0.088
lpoB	0.883	0.81	0.676	0.769	0.741	0.702	0.857	1.084	-0.338
lpp	0.644	0.309	0.106	-0.054	-0.025	-0.233	-0.084	-0.207	-0.209
lptA	-0.673	-0.718	-0.432	-0.424	-0.422	0.26	-0.062	-0.098	-0.012
lptB	-0.827	-0.571	-0.451	-0.577	-0.6	-0.211	-0.42	-0.396	0.208
lptC	-0.713	-0.939	-0.573	-0.459	-0.703	-0.235	-0.455	-0.222	0.107
lptD	1.32	1.131	1.289	1.265	1.46	1.324	1.423	1.417	0.786
lptE	0.341	0.068	0.367	0.464	0.302	0.413	0.327	0.84	0.668
lptF	-0.17	-0.251	-0.186	-0.47	-0.212	-0.223	-0.092	-0.386	-0.083
lptG	-0.241	-0.517	-0.358	-0.363	-0.308	-0.217	-0.398	-0.311	-0.129
lpxA	0.662	0.526	0.503	0.279	0.599	0.219	0.526	0.346	-0.028
lpxB	0.077	0.065	0.194	0.023	0.471	0.087	0.076	-0.007	1.139
lpxC	-0.124	-0.253	-0.158	-0.413	-0.025	-0.191	-0.156	0.054	0.183
lpxD	0.557	0.369	0.384	0.423	0.635	0.14	0.514	0.365	0.512
lpxH	2.089	2.034	1.982	2.335	2.098	1.076	1.947	2.183	0.038
lpxK	-0.346	-0.261	0.043	0.081	0.009	0.268	0.046	0.086	0.815
lpxL	0.299	0.274	0.226	0.232	0.449	0.332	0.311	0.249	0.37
lpxM	0.225	0.109	0.063	-0.051	0.249	0.23	0.079	0.066	0.174
lpxP	-2.367	-2.419	-2.219	-1.344	-2.301	-1.129	-1.873	-0.822	0.325
lpxT	0.88	0.662	1.117	0.293	0.675	1.193	0.783	0.776	0.769
lrhA	-0.685	-0.854	-0.558	-0.528	-0.549	-0.422	-0.501	-0.515	0.193
lrp	0	0.176	0.242	0.062	0.582	0.613	0.206	0.1	0.228
lspA	-0.529	-0.576	-0.565	-0.547	-0.018	0.084	-0.339	-0.432	0.765
lsrA	-0.271	-0.288	-0.302	-0.297	-0.173	-0.265	-0.234	-0.193	0.249
lsrB	-0.338	-0.454	-0.138	-0.027	-0.245	-0.236	-0.057	0.061	0.286
lsrC	-0.426	-0.402	-0.289	-0.14	-0.169	-0.111	-0.214	-0.191	-0.032
lsrD	-0.272	-0.358	-0.352	-0.082	-0.244	-0.145	-0.135	-0.14	-0.161
lsrF	-0.335	-0.773	-0.417	-0.568	-0.442	-0.305	-0.309	-0.156	0.314
lsrG	-0.595	-0.485	-0.474	-0.38	-0.501	-0.333	-0.299	-0.343	-0.028
lsrK	0.474	0.323	0.409	0.569	0.776	0.444	0.578	0.623	0.319
ltaE	1.342	1.102	0.891	0.912	1.267	1.002	1.296	1.036	0.485
luxS	0.648	0.241	0.635	0.18	0.496	0.112	0.582	0.288	-0.232
lysA	0.861	0.695	0.635	0.536	0.898	0.212	0.923	0.63	1.311
lysC	0.195	0.078	-0.012	-0.139	0.83	0.629	0.462	0.277	1.779
lysP	1.23	1.215	1.024	0.934	1.771	0.827	1.468	1.136	1.587
lysR	0.039	-0.007	0.055	-0.065	0.102	0.139	0.169	0.132	-0.251
lysS	1.298	1.111	1.232	0.971	1.333	0.632	1.334	1.193	0.957
lysU	0.628	0.031	0.504	0.217	0.544	0.048	0.812	0.636	0.299
maa	-1.97	-1.611	-1.594	-1.382	-1.276	-1.342	-1.839	-1.725	-0.04
macA	-0.339	-0.393	-0.367	-0.341	-0.178	-0.545	-0.263	-0.162	-0.176
maeA	0.983	0.652	0.907	0.567	0.934	0.688	0.995	0.798	-0.085
maeB	0.602	0.489	0.428	0.194	0.589	0.447	0.657	0.571	-0.335
mak	-0.711	-0.795	-0.739	-0.589	-0.777	-0.507	-0.637	-0.538	-0.474
malE	-0.489	-0.433	-0.143	0.18	-0.273	-0.138	0.19	0.653	0.985
malF	-1.019	-0.94	-0.779	-0.875	-0.862	-0.757	-0.731	-0.643	0.546
malG	-1.786	-1.547	-1.288	-0.738	-1.227	-1.104	-1.237	-0.99	0.3
malI	-1.131	-1.186	-1.308	-1.237	-1.051	-0.616	-1.174	-1.133	-0.901
malK	-1.36	-1.279	-1.249	-1.124	-1.231	-0.663	-0.962	-0.858	2.161
malM	1.618	1.73	2.061	1.582	1.488	0.585	1.328	1.592	0.199
malP	0.217	0.116	0.701	0.286	0.244	0.314	0.454	0.673	2.203
malQ	-0.421	-0.683	-0.607	-0.322	-0.535	-0.317	-0.434	-0.251	0.893
malS	-1.109	-1.131	-1.132	-0.601	-1.091	-0.418	-0.972	-0.757	0.504
malT	1.405	1.228	1.327	1.156	1.382	1.221	1.594	1.52	1.092
malX	-1.504	-1.477	-1.194	-1.237	-1.317	-0.962	-1.236	-1.119	-0.684
malY	0.399	0.199	0.449	0.517	0.214	0.667	0.551	0.674	-0.815
malZ	0.275	0.027	0.327	0.182	0.236	0.191	0.229	0.337	0.716
manA	1.265	1.245	1.382	1.452	1.403	1.151	1.489	1.564	-0.562
manX	1.481	1.223	1.387	1.151	1.247	0.854	1.416	1.52	-0.132
manY	0.914	0.86	0.79	0.841	0.915	0.266	0.907	0.94	0.123
manZ	0.38	0.401	0.318	0.291	0.272	0.175	0.376	0.459	0.063
map	0.248	0.232	0.26	0.069	0.298	-0.136	0.15	0.203	0.196
marB	-0.286	-0.548	-0.407	-0.342	-0.4	0.044	-0.043	-0.069	0.151
marC	-1.207	-1.262	-1.147	-1.142	-0.879	-0.788	-0.763	-0.779	-0.72
marR	-1.558	-1.537	-1.624	-1.372	-1.446	-1.053	-1.402	-0.954	0.732
matP	-0.36	-0.423	-0.524	-0.419	-0.471	-0.497	-0.453	-0.419	-0.183
mazE	-0.456	-0.985	-0.486	-0.339	-0.576	-0.043	-0.261	-0.108	0.984
mazF	-0.473	-0.946	-0.685	-0.115	-0.636	-0.214	-0.499	-0.366	0.92
mcbA	-0.39	-0.466	-0.319	-0.005	-0.434	-0.654	-0.414	-0.07	-0.087
mcbR	-0.273	-0.417	-0.306	-0.426	-0.221	-0.672	-0.212	-0.41	-0.66
mcrA	0.679	0.567	0.678	0.456	0.55	0.834	0.559	0.383	0.057
mcrB	0.629	0.523	0.731	0.435	0.822	0.816	0.694	0.524	0.977
mcrC	0.004	0.019	0.124	-0.069	0.221	0.452	-0.001	-0.113	1.535
mdaB	0.529	0.415	0.442	0.229	0.371	-0.136	0.549	0.429	0.592
mdfA	0.236	0.11	0.163	0.07	0.038	0.332	0.163	0.287	-0.18
